File,Subject,Scenario,Frame,Label,Detection Score,Landmarks
subject1_scenario1_frame296_red.jpg,subject1,scenario1,296,red,0.9990234375,"{'Nose': array([510, 548, -63]), 'LeftEyeInner': array([527, 524, -50]), 'LeftEye': array([540, 523, -50]), 'LeftEyeOuter': array([552, 522, -50]), 'RightEyeInner': array([491, 529, -50]), 'RightEye': array([478, 531, -50]), 'RightEyeOuter': array([466, 533, -50]), 'LeftEar': array([576, 550,  11]), 'RightEar': array([451, 565,  14]), 'MouthLeft': array([539, 589, -40]), 'MouthRight': array([491, 594, -40]), 'LeftShoulder': array([692, 744,  30]), 'RightShoulder': array([355, 761,  23]), 'LeftElbow': array([899, 765,  -3]), 'RightElbow': array([141, 789, -35]), 'LeftWrist': array([1069,  789,  -74]), 'RightWrist': array([  -9,  858, -150]), 'LeftPinky': array([1129,  798,  -90]), 'RightPinky': array([ -54,  887, -174]), 'LeftIndex': array([1116,  797, -114]), 'RightIndex': array([ -17,  879, -190]), 'LeftThumb': array([1088,  802,  -87]), 'RightThumb': array([   2,  878, -163]), 'LeftHip': array([ 641, 1302,    0]), 'RightHip': array([ 435, 1308,    0]), 'LeftKnee': array([ 683, 1665,  -39]), 'RightKnee': array([ 408, 1673,  -14]), 'LeftAnkle': array([ 682, 1993,   58]), 'RightAnkle': array([ 417, 2008,   61]), 'LeftHeel': array([ 660, 2037,   63]), 'RightHeel': array([ 443, 2056,   64]), 'LeftFootIndex': array([ 728, 2109,  -11]), 'RightFootIndex': array([ 375, 2122,  -20])}"
subject1_scenario1_frame297_red.jpg,subject1,scenario1,297,red,0.998046875,"{'Nose': array([511, 548, -66]), 'LeftEyeInner': array([528, 525, -53]), 'LeftEye': array([541, 524, -53]), 'LeftEyeOuter': array([552, 524, -53]), 'RightEyeInner': array([491, 529, -54]), 'RightEye': array([479, 532, -54]), 'RightEyeOuter': array([467, 534, -54]), 'LeftEar': array([575, 552,  10]), 'RightEar': array([452, 566,  11]), 'MouthLeft': array([539, 589, -42]), 'MouthRight': array([492, 594, -42]), 'LeftShoulder': array([692, 740,  29]), 'RightShoulder': array([359, 761,  19]), 'LeftElbow': array([899, 743,  -3]), 'RightElbow': array([141, 788, -36]), 'LeftWrist': array([1063,  747,  -52]), 'RightWrist': array([  -4,  840, -146]), 'LeftPinky': array([1115,  749,  -64]), 'RightPinky': array([ -55,  862, -169]), 'LeftIndex': array([1103,  751,  -82]), 'RightIndex': array([ -18,  855, -186]), 'LeftThumb': array([1079,  758,  -63]), 'RightThumb': array([   1,  855, -159]), 'LeftHip': array([ 646, 1301,    0]), 'RightHip': array([ 443, 1307,    0]), 'LeftKnee': array([ 685, 1657,  -36]), 'RightKnee': array([ 409, 1668,  -15]), 'LeftAnkle': array([ 686, 1991,   53]), 'RightAnkle': array([ 418, 2005,   56]), 'LeftHeel': array([ 665, 2036,   57]), 'RightHeel': array([ 443, 2053,   58]), 'LeftFootIndex': array([ 727, 2107,  -21]), 'RightFootIndex': array([ 375, 2120,  -29])}"
subject1_scenario1_frame298_red.jpg,subject1,scenario1,298,red,0.998046875,"{'Nose': array([512, 550, -68]), 'LeftEyeInner': array([528, 527, -56]), 'LeftEye': array([541, 526, -56]), 'LeftEyeOuter': array([553, 526, -56]), 'RightEyeInner': array([493, 531, -56]), 'RightEye': array([481, 533, -56]), 'RightEyeOuter': array([470, 535, -56]), 'LeftEar': array([574, 554,   7]), 'RightEar': array([453, 567,   4]), 'MouthLeft': array([539, 590, -45]), 'MouthRight': array([493, 594, -46]), 'LeftShoulder': array([683, 738,  27]), 'RightShoulder': array([359, 760,  14]), 'LeftElbow': array([897, 745,   0]), 'RightElbow': array([139, 789, -22]), 'LeftWrist': array([1059,  747,  -38]), 'RightWrist': array([-32, 825, -79]), 'LeftPinky': array([1114,  749,  -49]), 'RightPinky': array([-98, 840, -94]), 'LeftIndex': array([1101,  750,  -67]), 'RightIndex': array([ -80,  836, -118]), 'LeftThumb': array([1077,  759,  -49]), 'RightThumb': array([-53, 840, -93]), 'LeftHip': array([ 645, 1298,    0]), 'RightHip': array([ 442, 1306,    0]), 'LeftKnee': array([ 685, 1653,  -32]), 'RightKnee': array([ 409, 1664,  -15]), 'LeftAnkle': array([ 684, 1984,   57]), 'RightAnkle': array([ 417, 1996,   59]), 'LeftHeel': array([ 664, 2029,   61]), 'RightHeel': array([ 442, 2044,   62]), 'LeftFootIndex': array([ 721, 2100,  -18]), 'RightFootIndex': array([ 373, 2110,  -24])}"
subject1_scenario1_frame299_red.jpg,subject1,scenario1,299,red,0.9990234375,"{'Nose': array([513, 551, -84]), 'LeftEyeInner': array([529, 528, -71]), 'LeftEye': array([541, 527, -71]), 'LeftEyeOuter': array([553, 527, -71]), 'RightEyeInner': array([494, 532, -72]), 'RightEye': array([482, 534, -72]), 'RightEyeOuter': array([470, 536, -72]), 'LeftEar': array([574, 554,  -6]), 'RightEar': array([454, 567,  -7]), 'MouthLeft': array([539, 590, -60]), 'MouthRight': array([493, 595, -60]), 'LeftShoulder': array([684, 735,  18]), 'RightShoulder': array([361, 758,   4]), 'LeftElbow': array([901, 728, -15]), 'RightElbow': array([139, 779, -22]), 'LeftWrist': array([1056,  735,  -75]), 'RightWrist': array([-34, 813, -82]), 'LeftPinky': array([1113,  740,  -88]), 'RightPinky': array([-99, 827, -99]), 'LeftIndex': array([1095,  743, -105]), 'RightIndex': array([ -80,  824, -122]), 'LeftThumb': array([1070,  751,  -85]), 'RightThumb': array([-54, 830, -96]), 'LeftHip': array([ 645, 1296,    0]), 'RightHip': array([ 443, 1304,    0]), 'LeftKnee': array([ 686, 1647,  -29]), 'RightKnee': array([ 404, 1660,  -10]), 'LeftAnkle': array([ 685, 1973,   79]), 'RightAnkle': array([ 415, 1989,   74]), 'LeftHeel': array([ 665, 2015,   86]), 'RightHeel': array([ 440, 2035,   78]), 'LeftFootIndex': array([ 717, 2095,    8]), 'RightFootIndex': array([ 373, 2105,   -9])}"
subject1_scenario1_frame300_red.jpg,subject1,scenario1,300,red,0.998046875,"{'Nose': array([515, 550, -93]), 'LeftEyeInner': array([531, 528, -80]), 'LeftEye': array([543, 527, -80]), 'LeftEyeOuter': array([554, 526, -80]), 'RightEyeInner': array([497, 531, -79]), 'RightEye': array([486, 533, -80]), 'RightEyeOuter': array([474, 536, -80]), 'LeftEar': array([575, 554, -12]), 'RightEar': array([458, 567,  -8]), 'MouthLeft': array([541, 590, -68]), 'MouthRight': array([496, 595, -66]), 'LeftShoulder': array([684, 731,  10]), 'RightShoulder': array([366, 755,   7]), 'LeftElbow': array([902, 712, -34]), 'RightElbow': array([145, 761, -20]), 'LeftWrist': array([1053,  740, -116]), 'RightWrist': array([-12, 790, -86]), 'LeftPinky': array([1111,  750, -134]), 'RightPinky': array([ -71,  809, -108]), 'LeftIndex': array([1089,  754, -154]), 'RightIndex': array([ -53,  804, -130]), 'LeftThumb': array([1065,  761, -128]), 'RightThumb': array([ -31,  807, -100]), 'LeftHip': array([ 643, 1292,    0]), 'RightHip': array([ 442, 1299,    0]), 'LeftKnee': array([ 684, 1634,  -28]), 'RightKnee': array([ 400, 1648,    0]), 'LeftAnkle': array([ 683, 1955,   93]), 'RightAnkle': array([ 415, 1973,   97]), 'LeftHeel': array([ 663, 1998,  102]), 'RightHeel': array([ 441, 2022,  102]), 'LeftFootIndex': array([ 718, 2070,   20]), 'RightFootIndex': array([ 373, 2086,   10])}"
subject1_scenario1_frame301_red.jpg,subject1,scenario1,301,red,0.9990234375,"{'Nose': array([516, 550, -89]), 'LeftEyeInner': array([533, 528, -77]), 'LeftEye': array([545, 527, -77]), 'LeftEyeOuter': array([556, 527, -77]), 'RightEyeInner': array([498, 531, -76]), 'RightEye': array([487, 533, -76]), 'RightEyeOuter': array([475, 535, -76]), 'LeftEar': array([577, 555, -11]), 'RightEar': array([460, 567,  -6]), 'MouthLeft': array([542, 590, -65]), 'MouthRight': array([496, 594, -63]), 'LeftShoulder': array([684, 732,  10]), 'RightShoulder': array([369, 752,   8]), 'LeftElbow': array([905, 710, -29]), 'RightElbow': array([149, 755, -21]), 'LeftWrist': array([1056,  735, -108]), 'RightWrist': array([   7,  789, -110]), 'LeftPinky': array([1117,  746, -129]), 'RightPinky': array([ -48,  810, -133]), 'LeftIndex': array([1093,  751, -148]), 'RightIndex': array([ -25,  805, -151]), 'LeftThumb': array([1068,  758, -120]), 'RightThumb': array([  -2,  807, -124]), 'LeftHip': array([ 641, 1293,    0]), 'RightHip': array([ 442, 1300,    0]), 'LeftKnee': array([ 683, 1637,  -23]), 'RightKnee': array([ 399, 1650,    4]), 'LeftAnkle': array([ 682, 1960,   89]), 'RightAnkle': array([ 415, 1975,   99]), 'LeftHeel': array([ 663, 2003,   97]), 'RightHeel': array([ 441, 2024,  103]), 'LeftFootIndex': array([ 718, 2076,   17]), 'RightFootIndex': array([ 371, 2087,   15])}"
subject1_scenario1_frame302_red.jpg,subject1,scenario1,302,red,1.0,"{'Nose': array([516, 548, -84]), 'LeftEyeInner': array([534, 527, -72]), 'LeftEye': array([546, 527, -72]), 'LeftEyeOuter': array([558, 526, -72]), 'RightEyeInner': array([500, 529, -71]), 'RightEye': array([489, 531, -71]), 'RightEyeOuter': array([478, 532, -71]), 'LeftEar': array([579, 555,  -9]), 'RightEar': array([464, 562,  -3]), 'MouthLeft': array([541, 589, -60]), 'MouthRight': array([496, 591, -59]), 'LeftShoulder': array([684, 732,  10]), 'RightShoulder': array([369, 745,  10]), 'LeftElbow': array([904, 711, -19]), 'RightElbow': array([157, 751, -45]), 'LeftWrist': array([1054,  734,  -63]), 'RightWrist': array([  29,  791, -177]), 'LeftPinky': array([1112,  745,  -76]), 'RightPinky': array([ -28,  813, -205]), 'LeftIndex': array([1091,  750,  -95]), 'RightIndex': array([   3,  806, -222]), 'LeftThumb': array([1067,  756,  -74]), 'RightThumb': array([  25,  808, -191]), 'LeftHip': array([ 639, 1293,    0]), 'RightHip': array([ 442, 1299,    0]), 'LeftKnee': array([ 682, 1637,  -24]), 'RightKnee': array([ 400, 1651,    2]), 'LeftAnkle': array([ 680, 1961,   84]), 'RightAnkle': array([ 415, 1976,   96]), 'LeftHeel': array([ 660, 2004,   90]), 'RightHeel': array([ 441, 2024,  101]), 'LeftFootIndex': array([ 717, 2077,   14]), 'RightFootIndex': array([ 371, 2087,   12])}"
subject1_scenario1_frame303_red.jpg,subject1,scenario1,303,red,0.9990234375,"{'Nose': array([517, 548, -78]), 'LeftEyeInner': array([535, 527, -66]), 'LeftEye': array([547, 527, -66]), 'LeftEyeOuter': array([559, 527, -66]), 'RightEyeInner': array([501, 529, -66]), 'RightEye': array([490, 531, -66]), 'RightEyeOuter': array([479, 532, -66]), 'LeftEar': array([580, 556,  -3]), 'RightEar': array([464, 562,   0]), 'MouthLeft': array([542, 589, -55]), 'MouthRight': array([497, 592, -54]), 'LeftShoulder': array([684, 733,  15]), 'RightShoulder': array([369, 746,  12]), 'LeftElbow': array([908, 712, -15]), 'RightElbow': array([155, 753, -43]), 'LeftWrist': array([1058,  733,  -62]), 'RightWrist': array([  25,  792, -166]), 'LeftPinky': array([1113,  742,  -76]), 'RightPinky': array([ -29,  814, -193]), 'LeftIndex': array([1093,  744,  -94]), 'RightIndex': array([   0,  808, -209]), 'LeftThumb': array([1069,  751,  -73]), 'RightThumb': array([  22,  809, -179]), 'LeftHip': array([ 639, 1294,    0]), 'RightHip': array([ 442, 1300,    0]), 'LeftKnee': array([ 681, 1641,  -22]), 'RightKnee': array([ 401, 1653,    2]), 'LeftAnkle': array([ 675, 1964,   82]), 'RightAnkle': array([ 416, 1977,   89]), 'LeftHeel': array([ 654, 2007,   88]), 'RightHeel': array([ 442, 2024,   93]), 'LeftFootIndex': array([ 716, 2082,   13]), 'RightFootIndex': array([ 371, 2088,    7])}"
subject1_scenario1_frame304_red.jpg,subject1,scenario1,304,red,0.99609375,"{'Nose': array([517, 549, -81]), 'LeftEyeInner': array([535, 527, -68]), 'LeftEye': array([547, 527, -68]), 'LeftEyeOuter': array([558, 527, -68]), 'RightEyeInner': array([501, 529, -68]), 'RightEye': array([490, 531, -68]), 'RightEyeOuter': array([478, 532, -68]), 'LeftEar': array([579, 556,  -4]), 'RightEar': array([462, 563,  -3]), 'MouthLeft': array([542, 589, -56]), 'MouthRight': array([497, 592, -57]), 'LeftShoulder': array([685, 734,  15]), 'RightShoulder': array([364, 748,   9]), 'LeftElbow': array([919, 716, -23]), 'RightElbow': array([133, 753, -45]), 'LeftWrist': array([1065,  726,  -86]), 'RightWrist': array([   9,  794, -164]), 'LeftPinky': array([1117,  729, -101]), 'RightPinky': array([ -39,  816, -187]), 'LeftIndex': array([1098,  730, -117]), 'RightIndex': array([ -11,  808, -202]), 'LeftThumb': array([1075,  739,  -97]), 'RightThumb': array([   9,  810, -177]), 'LeftHip': array([ 639, 1296,    0]), 'RightHip': array([ 442, 1302,    0]), 'LeftKnee': array([ 678, 1650,  -17]), 'RightKnee': array([ 401, 1657,    2]), 'LeftAnkle': array([ 672, 1970,   88]), 'RightAnkle': array([ 415, 1982,   90]), 'LeftHeel': array([ 650, 2013,   95]), 'RightHeel': array([ 442, 2029,   94]), 'LeftFootIndex': array([ 715, 2087,   19]), 'RightFootIndex': array([ 369, 2095,    8])}"
subject1_scenario1_frame305_red.jpg,subject1,scenario1,305,red,0.9990234375,"{'Nose': array([517, 550, -80]), 'LeftEyeInner': array([533, 529, -67]), 'LeftEye': array([546, 528, -67]), 'LeftEyeOuter': array([557, 528, -67]), 'RightEyeInner': array([499, 531, -67]), 'RightEye': array([489, 533, -68]), 'RightEyeOuter': array([476, 534, -68]), 'LeftEar': array([577, 557,   0]), 'RightEar': array([460, 565,  -1]), 'MouthLeft': array([541, 591, -55]), 'MouthRight': array([497, 594, -56]), 'LeftShoulder': array([685, 735,  19]), 'RightShoulder': array([363, 749,  10]), 'LeftElbow': array([917, 717, -23]), 'RightElbow': array([136, 757, -50]), 'LeftWrist': array([1064,  724,  -86]), 'RightWrist': array([  10,  795, -174]), 'LeftPinky': array([1116,  728, -102]), 'RightPinky': array([ -43,  816, -201]), 'LeftIndex': array([1097,  729, -119]), 'RightIndex': array([ -13,  808, -217]), 'LeftThumb': array([1074,  737,  -96]), 'RightThumb': array([   8,  810, -187]), 'LeftHip': array([ 639, 1295,    0]), 'RightHip': array([ 442, 1302,    0]), 'LeftKnee': array([ 679, 1652,  -19]), 'RightKnee': array([ 401, 1661,   -2]), 'LeftAnkle': array([ 673, 1973,   83]), 'RightAnkle': array([ 416, 1989,   83]), 'LeftHeel': array([ 651, 2017,   89]), 'RightHeel': array([ 443, 2036,   87]), 'LeftFootIndex': array([ 715, 2090,   11]), 'RightFootIndex': array([ 371, 2102,    0])}"
