File,Subject,Scenario,Frame,Label,Detection Score,Landmarks
subject1_scenario1_frame377_purple.jpg,subject1,scenario1,377,purple,0.9990234375,"{'Nose': array([ 536,  548, -103]), 'LeftEyeInner': array([551, 524, -90]), 'LeftEye': array([562, 523, -90]), 'LeftEyeOuter': array([574, 523, -90]), 'RightEyeInner': array([516, 528, -87]), 'RightEye': array([504, 531, -87]), 'RightEyeOuter': array([492, 533, -87]), 'LeftEar': array([591, 552, -33]), 'RightEar': array([474, 565, -20]), 'MouthLeft': array([561, 589, -83]), 'MouthRight': array([515, 593, -79]), 'LeftShoulder': array([701, 773, -27]), 'RightShoulder': array([373, 746,   2]), 'LeftElbow': array([849, 973, -40]), 'RightElbow': array([113, 676, -39]), 'LeftWrist': array([ 936, 1197,  -71]), 'RightWrist': array([ -40,  644, -129]), 'LeftPinky': array([ 970, 1268,  -80]), 'RightPinky': array([-104,  641, -150]), 'LeftIndex': array([ 948, 1265, -104]), 'RightIndex': array([ -87,  643, -166]), 'LeftThumb': array([ 924, 1246,  -80]), 'RightThumb': array([ -61,  655, -142]), 'LeftHip': array([ 638, 1306,   -5]), 'RightHip': array([ 444, 1305,    5]), 'LeftKnee': array([ 667, 1662,  -38]), 'RightKnee': array([ 398, 1659,   14]), 'LeftAnkle': array([ 672, 1966,   93]), 'RightAnkle': array([ 409, 1971,  141]), 'LeftHeel': array([ 659, 2006,  102]), 'RightHeel': array([ 432, 2016,  149]), 'LeftFootIndex': array([ 700, 2080,   27]), 'RightFootIndex': array([ 364, 2076,   65])}"
subject1_scenario1_frame378_purple.jpg,subject1,scenario1,378,purple,0.9990234375,"{'Nose': array([537, 544, -87]), 'LeftEyeInner': array([551, 522, -74]), 'LeftEye': array([563, 522, -74]), 'LeftEyeOuter': array([574, 522, -74]), 'RightEyeInner': array([517, 526, -71]), 'RightEye': array([505, 528, -71]), 'RightEyeOuter': array([493, 529, -71]), 'LeftEar': array([591, 552, -20]), 'RightEar': array([475, 562,  -7]), 'MouthLeft': array([561, 586, -69]), 'MouthRight': array([515, 589, -65]), 'LeftShoulder': array([695, 776, -24]), 'RightShoulder': array([374, 744,  11]), 'LeftElbow': array([849, 980, -29]), 'RightElbow': array([140, 617,   0]), 'LeftWrist': array([ 937, 1201,  -59]), 'RightWrist': array([  7, 456, -23]), 'LeftPinky': array([ 974, 1271,  -71]), 'RightPinky': array([-42, 418, -40]), 'LeftIndex': array([ 948, 1268,  -94]), 'RightIndex': array([-22, 417, -57]), 'LeftThumb': array([ 923, 1249,  -69]), 'RightThumb': array([ -4, 438, -36]), 'LeftHip': array([ 634, 1298,   -5]), 'RightHip': array([ 443, 1300,    5]), 'LeftKnee': array([ 664, 1662,  -42]), 'RightKnee': array([ 404, 1658,   15]), 'LeftAnkle': array([ 673, 1973,   73]), 'RightAnkle': array([ 420, 1973,  137]), 'LeftHeel': array([ 663, 2013,   81]), 'RightHeel': array([ 445, 2018,  145]), 'LeftFootIndex': array([ 697, 2091,    3]), 'RightFootIndex': array([ 380, 2086,   63])}"
subject1_scenario1_frame379_purple.jpg,subject1,scenario1,379,purple,1.0,"{'Nose': array([537, 541, -69]), 'LeftEyeInner': array([551, 521, -56]), 'LeftEye': array([562, 521, -56]), 'LeftEyeOuter': array([574, 522, -56]), 'RightEyeInner': array([518, 524, -53]), 'RightEye': array([507, 525, -53]), 'RightEyeOuter': array([495, 527, -53]), 'LeftEar': array([588, 552,  -6]), 'RightEar': array([475, 560,  10]), 'MouthLeft': array([561, 582, -53]), 'MouthRight': array([515, 584, -48]), 'LeftShoulder': array([681, 777, -20]), 'RightShoulder': array([374, 740,  29]), 'LeftElbow': array([846, 978, -29]), 'RightElbow': array([160, 570,  23]), 'LeftWrist': array([ 936, 1200,  -61]), 'RightWrist': array([  7, 387,   4]), 'LeftPinky': array([ 972, 1269,  -74]), 'RightPinky': array([-48, 347, -12]), 'LeftIndex': array([ 946, 1267,  -97]), 'RightIndex': array([-28, 342, -32]), 'LeftThumb': array([ 920, 1248,  -71]), 'RightThumb': array([ -8, 362, -10]), 'LeftHip': array([ 628, 1285,   -7]), 'RightHip': array([ 441, 1292,    7]), 'LeftKnee': array([ 662, 1655,  -45]), 'RightKnee': array([ 402, 1658,   15]), 'LeftAnkle': array([ 671, 1972,   53]), 'RightAnkle': array([ 415, 1980,  115]), 'LeftHeel': array([ 662, 2014,   59]), 'RightHeel': array([ 443, 2029,  120]), 'LeftFootIndex': array([ 696, 2088,  -16]), 'RightFootIndex': array([ 358, 2091,   39])}"
subject1_scenario1_frame380_purple.jpg,subject1,scenario1,380,purple,1.0,"{'Nose': array([538, 539, -71]), 'LeftEyeInner': array([553, 520, -57]), 'LeftEye': array([564, 520, -57]), 'LeftEyeOuter': array([575, 521, -58]), 'RightEyeInner': array([520, 521, -54]), 'RightEye': array([509, 522, -54]), 'RightEyeOuter': array([497, 523, -54]), 'LeftEar': array([589, 552,  -5]), 'RightEar': array([477, 555,   9]), 'MouthLeft': array([561, 581, -53]), 'MouthRight': array([515, 581, -49]), 'LeftShoulder': array([679, 777, -16]), 'RightShoulder': array([377, 733,  27]), 'LeftElbow': array([841, 983, -25]), 'RightElbow': array([177, 552,  19]), 'LeftWrist': array([ 928, 1209,  -56]), 'RightWrist': array([  7, 352,  -4]), 'LeftPinky': array([ 967, 1276,  -71]), 'RightPinky': array([-52, 304, -22]), 'LeftIndex': array([ 936, 1277,  -94]), 'RightIndex': array([-33, 300, -42]), 'LeftThumb': array([ 910, 1257,  -67]), 'RightThumb': array([-12, 324, -19]), 'LeftHip': array([ 630, 1284,   -7]), 'RightHip': array([ 441, 1291,    7]), 'LeftKnee': array([ 662, 1656,  -46]), 'RightKnee': array([ 398, 1658,   15]), 'LeftAnkle': array([ 670, 1975,   60]), 'RightAnkle': array([ 411, 1982,  120]), 'LeftHeel': array([ 660, 2016,   67]), 'RightHeel': array([ 438, 2029,  126]), 'LeftFootIndex': array([ 696, 2092,   -7]), 'RightFootIndex': array([ 361, 2098,   45])}"
subject1_scenario1_frame381_purple.jpg,subject1,scenario1,381,purple,0.9990234375,"{'Nose': array([547, 540, -67]), 'LeftEyeInner': array([561, 520, -52]), 'LeftEye': array([572, 521, -52]), 'LeftEyeOuter': array([583, 522, -52]), 'RightEyeInner': array([529, 522, -50]), 'RightEye': array([518, 523, -50]), 'RightEyeOuter': array([507, 524, -50]), 'LeftEar': array([593, 554,   5]), 'RightEar': array([483, 555,  14]), 'MouthLeft': array([566, 581, -47]), 'MouthRight': array([522, 582, -45]), 'LeftShoulder': array([679, 777,   0]), 'RightShoulder': array([378, 727,  27]), 'LeftElbow': array([829, 982,  -7]), 'RightElbow': array([184, 527,  15]), 'LeftWrist': array([ 914, 1207,  -41]), 'RightWrist': array([ 18, 314, -13]), 'LeftPinky': array([ 953, 1273,  -58]), 'RightPinky': array([-45, 263, -33]), 'LeftIndex': array([ 923, 1274,  -82]), 'RightIndex': array([-22, 258, -52]), 'LeftThumb': array([ 896, 1254,  -52]), 'RightThumb': array([  2, 281, -28]), 'LeftHip': array([ 625, 1284,   -4]), 'RightHip': array([ 431, 1291,    4]), 'LeftKnee': array([ 665, 1662,  -43]), 'RightKnee': array([ 382, 1662,    4]), 'LeftAnkle': array([ 670, 1984,   79]), 'RightAnkle': array([ 397, 1996,  115]), 'LeftHeel': array([ 653, 2027,   88]), 'RightHeel': array([ 423, 2042,  122]), 'LeftFootIndex': array([ 720, 2099,   14]), 'RightFootIndex': array([ 359, 2115,   37])}"
subject1_scenario1_frame382_purple.jpg,subject1,scenario1,382,purple,0.9990234375,"{'Nose': array([547, 536, -54]), 'LeftEyeInner': array([564, 519, -39]), 'LeftEye': array([574, 520, -39]), 'LeftEyeOuter': array([585, 521, -39]), 'RightEyeInner': array([531, 520, -36]), 'RightEye': array([520, 521, -37]), 'RightEyeOuter': array([509, 522, -36]), 'LeftEar': array([598, 553,  16]), 'RightEar': array([490, 554,  29]), 'MouthLeft': array([567, 578, -35]), 'MouthRight': array([525, 578, -31]), 'LeftShoulder': array([681, 777,   9]), 'RightShoulder': array([388, 724,  35]), 'LeftElbow': array([824, 985,   0]), 'RightElbow': array([217, 521,  23]), 'LeftWrist': array([ 907, 1209,  -34]), 'RightWrist': array([ 53, 296,   1]), 'LeftPinky': array([ 946, 1275,  -52]), 'RightPinky': array([-12, 243, -22]), 'LeftIndex': array([ 917, 1278,  -76]), 'RightIndex': array([ 12, 237, -41]), 'LeftThumb': array([ 889, 1259,  -46]), 'RightThumb': array([ 35, 261, -13]), 'LeftHip': array([ 627, 1285,   -4]), 'RightHip': array([ 433, 1291,    4]), 'LeftKnee': array([ 666, 1675,  -42]), 'RightKnee': array([ 377, 1666,    2]), 'LeftAnkle': array([ 666, 1988,   96]), 'RightAnkle': array([ 391, 1998,  118]), 'LeftHeel': array([ 646, 2030,  107]), 'RightHeel': array([ 416, 2044,  127]), 'LeftFootIndex': array([ 716, 2104,   35]), 'RightFootIndex': array([ 354, 2120,   41])}"
subject1_scenario1_frame383_purple.jpg,subject1,scenario1,383,purple,0.9990234375,"{'Nose': array([548, 535, -57]), 'LeftEyeInner': array([564, 518, -43]), 'LeftEye': array([575, 519, -43]), 'LeftEyeOuter': array([586, 520, -43]), 'RightEyeInner': array([532, 519, -40]), 'RightEye': array([521, 520, -40]), 'RightEyeOuter': array([510, 521, -40]), 'LeftEar': array([602, 553,  14]), 'RightEar': array([493, 554,  28]), 'MouthLeft': array([568, 577, -38]), 'MouthRight': array([526, 577, -34]), 'LeftShoulder': array([688, 777,  13]), 'RightShoulder': array([391, 723,  33]), 'LeftElbow': array([816, 990,   8]), 'RightElbow': array([224, 516,  22]), 'LeftWrist': array([ 901, 1213,  -27]), 'RightWrist': array([ 87, 293,  -2]), 'LeftPinky': array([ 941, 1278,  -45]), 'RightPinky': array([ 30, 240, -23]), 'LeftIndex': array([ 914, 1281,  -70]), 'RightIndex': array([ 56, 235, -43]), 'LeftThumb': array([ 887, 1261,  -39]), 'RightThumb': array([ 76, 258, -17]), 'LeftHip': array([ 627, 1290,   -2]), 'RightHip': array([ 430, 1294,    2]), 'LeftKnee': array([ 666, 1684,  -42]), 'RightKnee': array([ 375, 1670,   -1]), 'LeftAnkle': array([ 657, 1997,  112]), 'RightAnkle': array([ 389, 2005,  126]), 'LeftHeel': array([ 636, 2036,  124]), 'RightHeel': array([ 414, 2049,  136]), 'LeftFootIndex': array([ 703, 2117,   48]), 'RightFootIndex': array([ 356, 2131,   47])}"
subject1_scenario1_frame384_purple.jpg,subject1,scenario1,384,purple,0.9990234375,"{'Nose': array([550, 534, -57]), 'LeftEyeInner': array([566, 518, -43]), 'LeftEye': array([578, 519, -43]), 'LeftEyeOuter': array([588, 520, -43]), 'RightEyeInner': array([535, 519, -40]), 'RightEye': array([524, 520, -40]), 'RightEyeOuter': array([512, 521, -40]), 'LeftEar': array([605, 553,  15]), 'RightEar': array([496, 554,  28]), 'MouthLeft': array([572, 576, -38]), 'MouthRight': array([530, 576, -34]), 'LeftShoulder': array([690, 777,  18]), 'RightShoulder': array([395, 721,  31]), 'LeftElbow': array([807, 995,  17]), 'RightElbow': array([229, 495,   7]), 'LeftWrist': array([ 890, 1224,  -12]), 'RightWrist': array([113, 269, -13]), 'LeftPinky': array([ 929, 1289,  -29]), 'RightPinky': array([ 62, 216, -39]), 'LeftIndex': array([ 905, 1295,  -52]), 'RightIndex': array([ 91, 213, -55]), 'LeftThumb': array([ 876, 1274,  -23]), 'RightThumb': array([109, 236, -27]), 'LeftHip': array([ 627, 1291,   -1]), 'RightHip': array([ 429, 1295,    1]), 'LeftKnee': array([ 668, 1681,  -41]), 'RightKnee': array([ 375, 1669,   -4]), 'LeftAnkle': array([ 659, 1996,  109]), 'RightAnkle': array([ 383, 2002,  126]), 'LeftHeel': array([ 639, 2034,  121]), 'RightHeel': array([ 405, 2048,  136]), 'LeftFootIndex': array([ 701, 2118,   43]), 'RightFootIndex': array([ 358, 2127,   47])}"
subject1_scenario1_frame385_purple.jpg,subject1,scenario1,385,purple,1.0,"{'Nose': array([557, 532, -62]), 'LeftEyeInner': array([575, 516, -47]), 'LeftEye': array([585, 516, -47]), 'LeftEyeOuter': array([596, 518, -47]), 'RightEyeInner': array([542, 516, -45]), 'RightEye': array([532, 518, -45]), 'RightEyeOuter': array([521, 519, -45]), 'LeftEar': array([614, 551,  14]), 'RightEar': array([505, 552,  26]), 'MouthLeft': array([579, 574, -41]), 'MouthRight': array([537, 574, -38]), 'LeftShoulder': array([696, 776,  17]), 'RightShoulder': array([402, 717,  27]), 'LeftElbow': array([804, 996,  17]), 'RightElbow': array([247, 498,   6]), 'LeftWrist': array([ 874, 1226,  -11]), 'RightWrist': array([123, 271, -15]), 'LeftPinky': array([ 909, 1291,  -28]), 'RightPinky': array([ 70, 215, -42]), 'LeftIndex': array([ 885, 1296,  -51]), 'RightIndex': array([ 96, 211, -59]), 'LeftThumb': array([ 857, 1276,  -22]), 'RightThumb': array([116, 236, -29]), 'LeftHip': array([ 628, 1289,    0]), 'RightHip': array([ 430, 1293,    0]), 'LeftKnee': array([ 669, 1676,  -40]), 'RightKnee': array([ 375, 1662,   -3]), 'LeftAnkle': array([ 657, 1995,  108]), 'RightAnkle': array([ 382, 1994,  137]), 'LeftHeel': array([ 636, 2034,  119]), 'RightHeel': array([ 405, 2036,  147]), 'LeftFootIndex': array([ 692, 2117,   41]), 'RightFootIndex': array([ 357, 2121,   55])}"
subject1_scenario1_frame386_purple.jpg,subject1,scenario1,386,purple,0.9990234375,"{'Nose': array([565, 529, -42]), 'LeftEyeInner': array([583, 513, -27]), 'LeftEye': array([593, 514, -27]), 'LeftEyeOuter': array([605, 515, -27]), 'RightEyeInner': array([549, 514, -25]), 'RightEye': array([540, 515, -25]), 'RightEyeOuter': array([529, 516, -25]), 'LeftEar': array([622, 548,  31]), 'RightEar': array([512, 549,  42]), 'MouthLeft': array([587, 571, -22]), 'MouthRight': array([545, 571, -19]), 'LeftShoulder': array([702, 774,  32]), 'RightShoulder': array([406, 711,  38]), 'LeftElbow': array([801, 997,  33]), 'RightElbow': array([252, 496,  20]), 'LeftWrist': array([ 864, 1225,   12]), 'RightWrist': array([129, 264,   6]), 'LeftPinky': array([ 897, 1290,   -2]), 'RightPinky': array([ 76, 206, -18]), 'LeftIndex': array([ 874, 1296,  -25]), 'RightIndex': array([100, 203, -35]), 'LeftThumb': array([ 847, 1275,    1]), 'RightThumb': array([121, 228,  -7]), 'LeftHip': array([ 628, 1290,    0]), 'RightHip': array([ 430, 1293,    0]), 'LeftKnee': array([ 672, 1684,  -43]), 'RightKnee': array([ 374, 1671,   -6]), 'LeftAnkle': array([ 658, 2021,   88]), 'RightAnkle': array([ 377, 2015,  130]), 'LeftHeel': array([ 636, 2062,   97]), 'RightHeel': array([ 400, 2058,  139]), 'LeftFootIndex': array([ 693, 2148,   15]), 'RightFootIndex': array([ 345, 2139,   48])}"
